YearBuilt,Size(sqf),Floor,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_manager,N_elevators,N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total),price_class,HallwayType_corridor,HallwayType_mixed,HallwayType_terraced,HeatingType_central_heating,HeatingType_individual_heating,AptManageType_management_in_trust,AptManageType_self_management,SubwayStation_Bangoge,SubwayStation_Banwoldang,SubwayStation_Chil-sung-market,SubwayStation_Daegu,SubwayStation_Kyungbuk_uni_hospital,SubwayStation_Myung-duk,SubwayStation_Sin-nam,SubwayStation_no_subway_nearby
0.5675675675675791,-0.3342415985467756,-0.23809523809523814,-1.0,0.9227857683573051,-1.0,-1.0,1.0000000000000004,0.18518518518518512,1.0,0.125,0.17647058823529416,1,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False
0.027027027027031636,-0.2924613987284287,-0.4285714285714286,-0.7699859747545582,-0.915215745647237,1.0,0.0,-0.846153846153846,-0.7037037037037037,-0.11111111111111116,0.625,-0.17647058823529416,1,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False
-0.6216216216216139,-0.589464123524069,-0.6666666666666667,-0.7755960729312763,-0.8849356548069645,-1.0,0.5,-0.846153846153846,-0.8518518518518519,-0.5555555555555557,0.5,-0.5294117647058824,0,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0.5675675675675791,0.08900999091734785,0.1428571428571428,-0.9803646563814867,-0.08402725208175621,-1.0,-1.0,-0.38461538461538447,-0.6296296296296297,-0.11111111111111116,0.125,-0.4117647058823529,2,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False
-0.5675675675675649,-0.29609445958219793,-0.523809523809524,-0.7194950911640954,-0.9727479182437547,-1.0,0.5,-0.9999999999999999,-0.8518518518518519,-0.5555555555555557,0.375,0.5294117647058822,0,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
0.5135135135135158,-0.2924613987284287,-0.3333333333333335,-0.30154277699859744,-0.1884935654806964,-1.0,-1.0,-0.38461538461538447,-0.18518518518518523,-0.11111111111111116,-0.625,-0.17647058823529416,1,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False
-0.18918918918917882,-0.5376930063578564,-0.523809523809524,0.4670406732117811,-0.1884935654806964,-1.0,0.0,0.0769230769230771,0.4814814814814814,-0.3333333333333335,0.75,1.0,1,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
-0.18918918918917882,-0.2924613987284287,-0.5714285714285715,0.4670406732117811,-0.1884935654806964,-1.0,0.0,0.0769230769230771,0.4814814814814814,-0.3333333333333335,0.75,1.0,1,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
-0.2432432432432421,-0.5413260672116258,-0.523809523809524,-0.43899018232819076,-1.0,1.0,-0.5,-0.38461538461538447,-0.2592592592592593,-0.5555555555555557,1.0,1.0,0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
-0.18918918918917882,-0.5376930063578564,-0.8571428571428572,0.4670406732117811,-0.1884935654806964,-1.0,0.0,0.0769230769230771,0.4814814814814814,-0.3333333333333335,0.75,1.0,0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
-0.2432432432432421,-0.5994550408719346,-0.5714285714285715,-0.43899018232819076,-1.0,1.0,-0.5,-0.38461538461538447,-0.2592592592592593,-0.5555555555555557,1.0,1.0,0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
-0.18918918918917882,-0.2924613987284287,-0.38095238095238104,0.4670406732117811,-0.1884935654806964,-1.0,0.0,0.0769230769230771,0.4814814814814814,-0.3333333333333335,0.75,1.0,1,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
-0.2432432432432421,-0.5413260672116258,-1.0,-0.43899018232819076,-1.0,1.0,-0.5,-0.38461538461538447,-0.2592592592592593,-0.5555555555555557,1.0,1.0,0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
-0.2432432432432421,-0.8001816530426884,-0.3333333333333335,-0.43899018232819076,-1.0,1.0,-0.5,-0.38461538461538447,-0.2592592592592593,-0.5555555555555557,1.0,1.0,0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
0.5675675675675791,0.11807447774750224,-0.4761904761904763,0.5539971949509117,-0.20666161998486,-1.0,-1.0,-0.38461538461538447,-0.2592592592592593,-0.3333333333333335,0.125,-0.05882352941176472,1,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False
-0.5675675675675649,0.508628519527702,-0.6190476190476191,1.0,-1.0,-1.0,-0.5,0.0769230769230771,1.0,-0.3333333333333335,0.125,-0.2941176470588236,1,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0.5675675675675791,-0.3342415985467756,-0.3333333333333335,-1.0,0.9227857683573051,-1.0,-1.0,1.0000000000000004,0.18518518518518512,1.0,0.125,0.17647058823529416,1,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False
0.5675675675675791,-0.3342415985467756,-0.9047619047619049,-1.0,0.9227857683573051,-1.0,-1.0,1.0000000000000004,0.18518518518518512,1.0,0.125,0.17647058823529416,1,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False
0.5675675675675791,0.36966394187102636,-0.09523809523809534,-1.0,0.9227857683573051,-1.0,-1.0,1.0000000000000004,0.18518518518518512,1.0,0.125,0.17647058823529416,2,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False
0.5135135135135158,-0.3024523160762942,-1.0,-0.6549789621318374,-0.7259651778955336,1.0,-1.0,-0.6923076923076922,-0.18518518518518523,-0.3333333333333335,0.0,0.2941176470588236,1,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False
-0.5675675675675649,-0.0953678474114441,-1.0,1.0,-1.0,-1.0,-0.5,0.0769230769230771,1.0,-0.3333333333333335,0.125,-0.2941176470588236,1,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0.027027027027031636,-0.6158038147138964,-0.523809523809524,-0.7699859747545582,-0.915215745647237,1.0,0.0,-0.846153846153846,-0.7037037037037037,-0.11111111111111116,0.625,-0.17647058823529416,0,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False
0.5135135135135158,-0.29609445958219793,-0.2857142857142858,-0.6886395511921459,-0.7214231642694928,1.0,-0.5,-0.6923076923076922,-1.0,-0.11111111111111116,-0.25,0.05882352941176472,1,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False
0.3513513513513544,-0.29881925522252495,-0.7142857142857144,-0.7699859747545582,-0.915215745647237,1.0,0.0,-0.846153846153846,-0.7037037037037037,-0.11111111111111116,0.625,-0.17647058823529416,1,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False
-0.6216216216216139,-0.589464123524069,-0.6190476190476191,-0.7755960729312763,-0.8849356548069645,-1.0,0.5,-0.846153846153846,-0.8518518518518519,-0.5555555555555557,0.5,-0.5294117647058824,0,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0.5675675675675791,0.03360581289736597,-2.220446049250313e-16,-0.9803646563814867,-0.08402725208175621,-1.0,-1.0,-0.38461538461538447,-0.6296296296296297,-0.11111111111111116,0.125,-0.4117647058823529,1,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False
0.5675675675675791,0.4123524069028157,-0.2857142857142858,-0.9803646563814867,-0.08402725208175621,-1.0,-1.0,-0.38461538461538447,-0.6296296296296297,-0.11111111111111116,0.125,-0.4117647058823529,2,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False
0.5675675675675791,0.2243415077202544,-0.19047619047619058,-0.9803646563814867,-0.08402725208175621,-1.0,-1.0,-0.38461538461538447,-0.6296296296296297,-0.11111111111111116,0.125,-0.4117647058823529,2,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False
0.5675675675675791,0.4123524069028157,-0.3333333333333335,-0.9803646563814867,-0.08402725208175621,-1.0,-1.0,-0.38461538461538447,-0.6296296296296297,-0.11111111111111116,0.125,-0.4117647058823529,2,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False
0.5675675675675791,0.4123524069028157,-0.7142857142857144,-0.9803646563814867,-0.08402725208175621,-1.0,-1.0,-0.38461538461538447,-0.6296296296296297,-0.11111111111111116,0.125,-0.4117647058823529,2,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False
-0.5675675675675649,-0.6612170753860127,-0.9523809523809524,-0.7194950911640954,-0.9727479182437547,-1.0,0.5,-0.9999999999999999,-0.8518518518518519,-0.5555555555555557,0.375,0.5294117647058822,0,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
0.5135135135135158,0.18256130790190728,-0.9047619047619049,-0.30154277699859744,-0.1884935654806964,-1.0,-1.0,-0.38461538461538447,-0.18518518518518523,-0.11111111111111116,-0.625,-0.17647058823529416,1,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False
0.45945945945946676,-0.2924613987284287,0.09523809523809512,-0.812061711079944,0.20817562452687355,-1.0,0.5,-0.23076923076923062,-1.0,0.33333333333333304,0.625,0.7647058823529411,1,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False
0.5675675675675791,-0.12079927338782914,-0.9047619047619049,0.5539971949509117,-0.20666161998486,-1.0,-1.0,-0.38461538461538447,-0.2592592592592593,-0.3333333333333335,0.125,-0.05882352941176472,1,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False
-0.18918918918917882,0.19527702089010002,-0.8095238095238095,0.4670406732117811,-0.1884935654806964,-1.0,0.0,0.0769230769230771,0.4814814814814814,-0.3333333333333335,0.75,1.0,1,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
-0.2432432432432421,-0.8001816530426884,-0.3333333333333335,-0.43899018232819076,-1.0,1.0,-0.5,-0.38461538461538447,-0.2592592592592593,-0.5555555555555557,1.0,1.0,0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
0.45945945945946676,-0.2924613987284287,-0.19047619047619058,-0.812061711079944,0.20817562452687355,-1.0,0.5,-0.23076923076923062,-1.0,0.33333333333333304,0.625,0.7647058823529411,1,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False
-0.18918918918917882,-0.5376930063578564,-0.3333333333333335,0.4670406732117811,-0.1884935654806964,-1.0,0.0,0.0769230769230771,0.4814814814814814,-0.3333333333333335,0.75,1.0,0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
-0.18918918918917882,-0.5376930063578564,-0.6666666666666667,0.4670406732117811,-0.1884935654806964,-1.0,0.0,0.0769230769230771,0.4814814814814814,-0.3333333333333335,0.75,1.0,0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
-0.18918918918917882,0.04722979109900094,-0.2857142857142858,0.4670406732117811,-0.1884935654806964,-1.0,0.0,0.0769230769230771,0.4814814814814814,-0.3333333333333335,0.75,1.0,1,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
0.45945945945946676,-0.44777475022706625,-0.23809523809523814,-0.812061711079944,0.20817562452687355,-1.0,0.5,-0.23076923076923062,-1.0,0.33333333333333304,0.625,0.7647058823529411,1,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False
-0.18918918918917882,-0.2924613987284287,-0.19047619047619058,0.4670406732117811,-0.1884935654806964,-1.0,0.0,0.0769230769230771,0.4814814814814814,-0.3333333333333335,0.75,1.0,1,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
-0.18918918918917882,-0.2924613987284287,-0.9523809523809524,0.4670406732117811,-0.1884935654806964,-1.0,0.0,0.0769230769230771,0.4814814814814814,-0.3333333333333335,0.75,1.0,1,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
-0.2432432432432421,-0.8001816530426884,-0.38095238095238104,-0.43899018232819076,-1.0,1.0,-0.5,-0.38461538461538447,-0.2592592592592593,-0.5555555555555557,1.0,1.0,0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
-0.18918918918917882,-0.2924613987284287,-0.04761904761904767,0.4670406732117811,-0.1884935654806964,-1.0,0.0,0.0769230769230771,0.4814814814814814,-0.3333333333333335,0.75,1.0,1,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
0.5675675675675791,-0.12079927338782914,0.09523809523809512,0.5539971949509117,-0.20666161998486,-1.0,-1.0,-0.38461538461538447,-0.2592592592592593,-0.3333333333333335,0.125,-0.05882352941176472,1,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False
0.5675675675675791,-0.12079927338782914,-0.761904761904762,0.5539971949509117,-0.20666161998486,-1.0,-1.0,-0.38461538461538447,-0.2592592592592593,-0.3333333333333335,0.125,-0.05882352941176472,1,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False
-0.18918918918917882,0.19527702089010002,-0.9047619047619049,0.4670406732117811,-0.1884935654806964,-1.0,0.0,0.0769230769230771,0.4814814814814814,-0.3333333333333335,0.75,1.0,1,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
-0.2432432432432421,-0.5376930063578564,-0.3333333333333335,-0.6016830294530154,-0.8803936411809236,1.0,0.0,-0.5384615384615383,-0.40740740740740744,-0.5555555555555557,0.125,0.6470588235294117,0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
-0.5675675675675649,0.12806539509536785,-0.9523809523809524,1.0,-1.0,-1.0,-0.5,0.0769230769230771,1.0,-0.3333333333333335,0.125,-0.2941176470588236,1,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0.5675675675675791,-0.3342415985467756,-0.14285714285714302,-1.0,0.9227857683573051,-1.0,-1.0,1.0000000000000004,0.18518518518518512,1.0,0.125,0.17647058823529416,1,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False
0.5675675675675791,0.13714804722979124,0.4285714285714284,-1.0,0.9227857683573051,-1.0,-1.0,1.0000000000000004,0.18518518518518512,1.0,0.125,0.17647058823529416,2,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False
0.5675675675675791,0.13714804722979124,0.04761904761904745,-1.0,0.9227857683573051,-1.0,-1.0,1.0000000000000004,0.18518518518518512,1.0,0.125,0.17647058823529416,2,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False
0.5675675675675791,-0.3342415985467756,-0.19047619047619058,-1.0,0.9227857683573051,-1.0,-1.0,1.0000000000000004,0.18518518518518512,1.0,0.125,0.17647058823529416,1,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False
-0.5675675675675649,-0.0953678474114441,-0.4761904761904763,1.0,-1.0,-1.0,-0.5,0.0769230769230771,1.0,-0.3333333333333335,0.125,-0.2941176470588236,1,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False
-0.5675675675675649,-0.2924613987284287,-1.0,1.0,-1.0,-1.0,-0.5,0.0769230769230771,1.0,-0.3333333333333335,0.125,-0.2941176470588236,1,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0.5675675675675791,0.36966394187102636,0.9999999999999998,-1.0,0.9227857683573051,-1.0,-1.0,1.0000000000000004,0.18518518518518512,1.0,0.125,0.17647058823529416,2,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False
-0.5675675675675649,-0.0953678474114441,-0.523809523809524,1.0,-1.0,-1.0,-0.5,0.0769230769230771,1.0,-0.3333333333333335,0.125,-0.2941176470588236,1,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0.5675675675675791,0.36966394187102636,-0.8095238095238095,-1.0,0.9227857683573051,-1.0,-1.0,1.0000000000000004,0.18518518518518512,1.0,0.125,0.17647058823529416,2,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False
-0.6216216216216139,-0.508628519527702,-0.6666666666666667,-0.7755960729312763,-0.8849356548069645,-1.0,0.5,-0.846153846153846,-0.8518518518518519,-0.5555555555555557,0.5,-0.5294117647058824,0,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
-0.6216216216216139,-0.589464123524069,-0.7142857142857144,-0.7755960729312763,-0.8849356548069645,-1.0,0.5,-0.846153846153846,-0.8518518518518519,-0.5555555555555557,0.5,-0.5294117647058824,0,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0.5675675675675791,0.2243415077202544,-0.09523809523809534,-0.9803646563814867,-0.08402725208175621,-1.0,-1.0,-0.38461538461538447,-0.6296296296296297,-0.11111111111111116,0.125,-0.4117647058823529,2,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False
0.5675675675675791,0.2243415077202544,-0.7142857142857144,-0.9803646563814867,-0.08402725208175621,-1.0,-1.0,-0.38461538461538447,-0.6296296296296297,-0.11111111111111116,0.125,-0.4117647058823529,2,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False
